38.34,46.55,16.87
38.54,46.55,16.87
28.76,47.59,16.62
36.33,47.59,16.62
40.44,47.59,16.79
37.81,47.59,16.79
19.90,48.46,16.91
21.62,48.46,16.91
18.37,48.46,17.98
19.97,48.46,17.98
39.18,48.92,19.06
43.95,48.92,19.06
49.21,48.92,20.09
19.64,48.92,20.09
81.16,48.96,21.06
43.86,48.96,21.06
27.08,48.96,21.95
29.31,48.96,21.95
36.29,48.99,22.82
63.73,48.99,22.82
82.40,48.99,23.31
81.90,48.99,23.31
44.89,48.94,23.81
21.28,48.94,23.81
27.80,48.94,24.31
30.21,48.94,24.31
37.89,48.63,24.75
39.96,48.63,24.75
40.39,48.63,25.28
27.44,48.63,25.28
29.88,48.32,25.78
27.73,48.32,25.78
22.32,48.32,26.15
24.25,48.32,26.15
18.73,47.83,26.55
21.52,47.83,26.55
24.21,47.83,26.70
21.54,47.83,26.70
10.45,46.34,26.85
19.23,46.34,26.85
30.28,46.34,26.62
28.21,46.34,26.62
28.28,44.00,26.41
28.75,44.00,26.41
30.68,44.00,25.82
26.94,44.00,25.82
23.83,41.26,25.22
13.76,41.26,25.22
9.92,41.26,24.10
15.51,41.26,24.10
21.19,38.74,23.01
21.72,38.74,23.01
24.82,38.74,23.01
22.35,45.23,28.21
22.09,43.35,26.90
22.68,43.35,26.90
22.60,43.35,26.45
21.64,43.35,26.45
20.64,42.13,25.99
21.77,42.13,25.99
21.52,42.13,25.73
21.14,42.13,25.73
22.82,41.44,25.46
21.65,41.44,25.46
21.33,41.44,25.27
20.96,41.44,25.27
21.21,41.55,25.08
20.99,41.55,25.08
21.36,41.55,24.92
22.10,41.55,24.92
23.84,42.96,24.77
21.85,42.96,24.77
22.05,42.96,24.63
22.08,42.96,24.63
28.76,45.43,24.49
26.73,45.43,24.49
32.98,45.43,24.34
32.67,45.43,24.34
36.52,46.61,24.19
32.26,46.61,24.19
32.94,46.61,24.04
31.02,46.61,24.04
30.49,47.41,23.86
26.39,47.41,23.86
25.02,47.41,23.69
24.24,47.41,23.69
25.29,48.44,23.53
24.30,48.44,23.53
23.50,48.44,23.32
26.34,48.44,23.32
26.76,49.40,23.11
25.85,49.40,23.11
27.04,49.40,22.91
25.40,49.40,22.91
25.19,50.21,22.69
24.72,50.21,22.69
25.05,50.21,22.51
29.50,50.21,22.51
27.33,50.82,22.31
28.07,50.82,22.31
29.55,50.82,22.27
31.62,50.82,22.27
34.95,51.44,22.22
45.00,51.44,22.22
52.00,51.44,22.51
56.54,51.44,22.51
52.40,51.65,22.81
61.01,51.65,22.81
72.89,51.65,23.32
81.84,51.65,23.32
85.69,51.51,23.84
99.60,51.51,23.84
103.03,51.51,24.49
110.28,51.51,24.49
102.23,51.28,25.11
118.55,51.28,25.11
110.53,51.28,25.79
103.59,51.28,25.79
78.80,50.71,26.48
72.68,50.71,26.48
64.04,50.71,27.00
52.59,50.71,27.00
37.15,49.72,27.51
32.94,49.72,27.51
30.73,49.72,27.86
25.29,49.72,27.86
26.88,48.89,28.18
26.26,48.89,28.18
25.40,48.89,28.33
25.07,48.89,28.33
26.35,48.34,28.50
27.09,48.34,28.50
25.43,48.34,28.51
22.13,48.34,28.51
19.34,46.76,28.50
18.67,46.76,28.50
20.21,46.76,28.33
18.32,46.76,28.33
18.13,44.13,28.15
19.10,44.13,28.15
18.45,44.13,27.75
18.16,44.13,27.75
17.63,41.34,27.35
18.22,41.34,27.35
18.02,41.34,26.61
16.75,41.34,26.61
16.80,39.02,25.85
16.50,39.02,25.85
16.26,39.02,25.85
27.91,35.76,25.68
28.19,34.55,23.02
28.22,34.55,23.02
27.65,34.55,22.24
28.03,34.55,22.24
26.29,34.17,21.48
27.49,34.17,21.48
28.03,34.17,21.06
28.14,34.17,21.06
30.33,34.48,20.63
28.82,34.48,20.63
28.52,34.48,20.24
27.72,34.48,20.24
28.76,36.15,19.82
29.15,36.15,19.82
30.14,36.15,19.42
30.68,36.15,19.42
33.22,40.48,19.03
33.44,40.48,19.03
38.43,40.48,18.65
37.24,40.48,18.65
60.99,47.21,18.21
53.79,47.21,18.21
88.23,47.21,17.86
99.25,47.21,17.86
105.60,49.88,17.53
88.80,49.88,17.53
85.43,49.88,17.17
72.17,49.88,17.17
66.51,49.61,16.77
52.17,49.61,16.77
47.36,49.61,16.40
47.69,49.61,16.40
58.74,49.98,16.01
52.64,49.98,16.01
48.86,49.98,15.62
61.13,49.98,15.62
71.86,51.51,15.19
57.92,51.51,15.19
55.92,51.51,14.83
53.20,51.51,14.83
58.55,53.20,14.48
61.42,53.20,14.48
65.18,53.20,14.13
65.17,53.20,14.13
56.19,54.86,13.76
59.09,54.86,13.76
80.88,54.86,13.87
77.00,54.86,13.87
84.89,56.82,13.98
92.46,56.82,13.98
136.59,56.82,14.96
127.35,56.82,14.96
103.69,58.10,15.93
142.78,58.10,15.93
159.40,58.10,16.70
192.19,58.10,16.70
203.14,58.70,17.46
206.92,58.70,17.46
211.58,58.70,18.28
209.43,58.70,18.28
154.21,58.92,19.14
177.08,58.92,19.14
141.10,58.92,19.60
114.22,58.92,19.60
80.67,57.94,20.08
90.31,57.94,20.08
75.14,57.94,20.60
60.83,57.94,20.60
40.45,55.10,21.11
42.17,55.10,21.11
45.63,55.10,21.62
53.53,55.10,21.62
47.40,52.60,22.14
57.16,52.60,22.14
60.26,52.60,22.52
59.67,52.60,22.52
62.06,51.70,22.91
55.16,51.70,22.91
46.00,51.70,23.14
39.20,51.70,23.14
42.41,48.57,23.34
41.88,48.57,23.34
33.62,48.57,23.41
29.18,48.57,23.41
29.57,43.71,23.47
30.77,43.71,23.47
25.75,43.71,23.53
24.06,43.71,23.53
23.60,39.16,23.63
22.19,39.16,23.63
21.56,39.16,23.45
19.54,39.16,23.45
19.97,36.14,23.27
21.03,36.14,23.27
20.56,36.14,23.27
18.49,40.91,26.92
18.32,39.06,25.18
18.39,39.06,25.18
17.87,39.06,24.63
17.37,39.06,24.63
16.83,37.86,24.08
17.31,37.86,24.08
16.83,37.86,23.78
16.83,37.86,23.78
17.33,37.22,23.48
17.15,37.22,23.48
17.02,37.22,23.26
16.97,37.22,23.26
17.41,37.34,23.05
17.70,37.34,23.05
18.28,37.34,22.89
18.74,37.34,22.89
20.01,38.71,22.73
19.49,38.71,22.73
20.27,38.71,22.62
20.28,38.71,22.62
24.85,41.20,22.49
24.40,41.20,22.49
28.45,41.20,22.36
28.42,41.20,22.36
30.52,42.53,22.26
28.25,42.53,22.26
27.89,42.53,22.15
26.94,42.53,22.15
27.45,43.67,22.03
25.41,43.67,22.03
24.82,43.67,21.92
24.75,43.67,21.92
27.02,45.39,21.80
26.68,45.39,21.80
27.42,45.39,21.68
31.63,45.39,21.68
31.15,47.38,21.52
31.66,47.38,21.52
31.91,47.38,21.39
31.06,47.38,21.39
32.06,49.24,21.24
33.40,49.24,21.24
35.90,49.24,21.10
41.53,49.24,21.10
37.33,50.82,20.97
40.84,50.82,20.97
49.77,50.82,21.07
57.05,50.82,21.07
77.19,52.21,21.16
110.41,52.21,21.16
148.70,52.21,21.77
191.23,52.21,21.77
188.20,53.20,22.37
272.20,53.20,22.37
360.38,53.20,23.05
494.28,53.20,23.05
476.30,53.62,23.74
577.03,53.62,23.74
623.81,53.62,24.49
693.31,53.62,24.49
531.83,53.76,25.24
700.31,53.76,25.24
597.35,53.76,25.85
482.64,53.76,25.85
272.67,53.58,26.46
245.12,53.58,26.46
173.45,53.58,26.95
120.53,53.58,26.95
66.79,52.78,27.43
54.27,52.78,27.43
51.86,52.78,27.76
45.45,52.78,27.76
39.31,51.83,28.08
39.14,51.83,28.08
41.47,51.83,28.22
39.18,51.83,28.22
38.79,51.08,28.37
36.41,51.08,28.37
32.05,51.08,28.34
28.42,51.08,28.34
28.99,49.05,28.30
27.48,49.05,28.30
25.73,49.05,28.10
23.06,49.05,28.10
23.94,45.99,27.89
24.55,45.99,27.89
23.13,45.99,27.52
21.80,45.99,27.52
21.31,42.77,27.15
22.06,42.77,27.15
21.19,42.77,26.49
19.38,42.77,26.49
19.11,40.14,25.82
19.12,40.14,25.82
18.64,40.14,25.82
12.55,39.50,21.98
11.51,37.60,20.59
14.17,37.60,20.59
12.65,37.60,20.39
12.76,37.60,20.39
10.76,36.35,20.22
12.87,36.35,20.22
10.93,36.35,20.05
11.40,36.35,20.05
12.93,35.63,19.88
11.91,35.63,19.88
11.52,35.63,19.68
10.63,35.63,19.68
10.48,35.54,19.45
11.81,35.54,19.45
14.32,35.54,19.30
16.45,35.54,19.30
17.63,36.53,19.08
17.31,36.53,19.08
18.49,36.53,18.95
18.58,36.53,18.95
19.57,38.88,18.78
19.95,38.88,18.78
19.32,38.88,18.60
23.69,38.88,18.60
24.28,41.04,18.43
20.83,41.04,18.43
16.27,41.04,18.24
16.80,41.04,18.24
19.06,41.98,18.05
21.90,41.98,18.05
19.66,41.98,17.85
21.94,41.98,17.85
26.85,43.11,17.68
26.61,43.11,17.68
31.75,43.11,17.54
45.51,43.11,17.54
38.76,44.81,17.40
28.68,44.81,17.40
25.38,44.81,17.33
38.21,44.81,17.33
38.43,46.50,17.24
29.10,46.50,17.24
22.93,46.50,17.22
28.81,46.50,17.22
35.05,47.85,17.21
28.85,47.85,17.21
18.43,47.85,17.33
22.13,47.85,17.33
26.83,48.86,17.40
33.22,48.86,17.40
23.84,48.86,18.11
26.62,48.86,18.11
38.24,49.43,18.81
34.74,49.43,18.81
32.00,49.43,19.68
23.17,49.43,19.68
47.30,49.58,20.52
33.14,49.58,20.52
22.47,49.58,21.41
47.72,49.58,21.41
45.71,49.56,22.30
47.44,49.56,22.30
42.36,49.56,22.95
37.03,49.56,22.95
33.13,49.35,23.65
29.22,49.35,23.65
35.58,49.35,24.26
31.74,49.35,24.26
31.58,49.06,24.82
32.54,49.06,24.82
29.47,49.06,25.35
13.71,49.06,25.35
25.18,49.07,25.88
30.41,49.07,25.88
21.86,49.07,26.21
20.48,49.07,26.21
15.30,48.33,26.58
28.02,48.33,26.58
33.37,48.33,26.63
35.16,48.33,26.63
17.87,46.83,26.65
22.40,46.83,26.65
32.52,46.83,26.36
32.02,46.83,26.36
28.62,44.58,26.07
26.94,44.58,26.07
28.62,44.58,25.46
23.72,44.58,25.46
24.44,41.76,24.86
20.47,41.76,24.86
16.23,41.76,23.81
17.09,41.76,23.81
20.98,39.12,22.79
20.98,39.12,22.79
21.78,39.12,22.79
24.71,40.92,22.95
28.30,39.06,21.03
27.15,39.06,21.03
23.57,39.06,20.65
21.83,39.06,20.65
17.69,37.93,20.27
21.01,37.93,20.27
17.52,37.93,19.95
18.40,37.93,19.95
18.88,37.36,19.63
17.06,37.36,19.63
17.33,37.36,19.37
16.03,37.36,19.37
15.23,37.47,19.12
16.36,37.47,19.12
17.86,37.47,18.94
21.25,37.47,18.94
19.63,39.10,18.76
19.93,39.10,18.76
20.06,39.10,18.69
21.63,39.10,18.69
21.04,42.39,18.62
22.62,42.39,18.62
19.68,42.39,18.62
18.32,42.39,18.62
40.09,44.17,18.63
23.79,44.17,18.63
35.68,44.17,18.63
36.39,44.17,18.63
30.43,44.35,18.66
20.34,44.35,18.66
19.13,44.35,18.65
19.67,44.35,18.65
21.85,44.82,18.69
24.15,44.82,18.69
22.21,44.82,18.65
36.24,44.82,18.65
26.44,45.89,18.58
31.05,45.89,18.58
31.50,45.89,18.49
35.30,45.89,18.49
34.14,46.97,18.34
32.57,46.97,18.34
21.19,46.97,18.18
28.60,46.97,18.18
36.16,47.80,18.03
31.70,47.80,18.03
26.45,47.80,17.93
21.81,47.80,17.93
55.65,48.51,17.79
44.09,48.51,17.79
17.01,48.51,18.32
27.85,48.51,18.32
45.58,48.78,18.83
66.83,48.78,18.83
52.38,48.78,19.69
77.63,48.78,19.69
30.66,48.63,20.57
27.57,48.63,20.57
47.05,48.63,21.48
68.50,48.63,21.48
65.64,48.41,22.38
98.58,48.41,22.38
55.91,48.41,23.13
67.64,48.41,23.13
72.02,47.91,23.92
72.20,47.91,23.92
58.52,47.91,24.57
39.34,47.91,24.57
25.30,47.12,25.21
30.98,47.12,25.21
43.16,47.12,25.72
34.04,47.12,25.72
19.22,46.93,26.22
22.59,46.93,26.22
19.54,46.93,26.53
39.17,46.93,26.53
53.08,46.75,26.86
37.20,46.75,26.86
24.77,46.75,26.94
26.17,46.75,26.94
14.99,44.94,26.98
18.53,44.94,26.98
22.90,44.94,26.81
23.30,44.94,26.81
25.17,42.33,26.63
28.58,42.33,26.63
24.68,42.33,26.20
21.99,42.33,26.20
25.18,39.53,25.76
17.34,39.53,25.76
13.46,39.53,24.79
15.11,39.53,24.79
19.11,37.08,23.87
18.65,37.08,23.87
18.90,37.08,23.87
19.90,40.17,22.75
20.17,38.50,21.61
20.00,38.50,21.61
19.04,38.50,21.21
18.44,38.50,21.21
18.42,37.56,20.82
18.70,37.56,20.82
17.78,37.56,20.55
17.69,37.56,20.55
18.85,37.20,20.29
18.51,37.20,20.29
18.31,37.20,20.11
18.43,37.20,20.11
18.96,37.48,19.94
19.67,37.48,19.94
20.19,37.48,19.79
19.84,37.48,19.79
20.23,38.80,19.64
21.01,38.80,19.64
21.77,38.80,19.52
21.81,38.80,19.52
27.47,41.43,19.35
26.45,41.43,19.35
32.68,41.43,19.15
33.79,41.43,19.15
38.88,44.25,18.98
40.19,44.25,18.98
45.97,44.25,18.75
41.84,44.25,18.75
38.08,46.04,18.54
35.53,46.04,18.54
32.36,46.04,18.32
33.34,46.04,18.32
40.80,47.41,18.10
37.02,47.41,18.10
38.11,47.41,17.86
42.63,47.41,17.86
44.67,49.03,17.60
40.60,49.03,17.60
38.84,49.03,17.34
38.18,49.03,17.34
39.79,50.37,17.06
41.58,50.37,17.06
41.99,50.37,16.76
45.12,50.37,16.76
41.37,51.22,16.46
43.44,51.22,16.46
52.77,51.22,16.24
54.66,51.22,16.24
70.03,51.67,16.02
92.71,51.67,16.02
115.65,51.67,16.02
144.81,51.67,16.02
134.88,51.93,16.01
187.48,51.93,16.01
238.89,51.93,16.11
305.30,51.93,16.11
291.38,51.76,16.22
329.49,51.76,16.22
341.04,51.76,16.48
357.39,51.76,16.48
290.92,51.67,16.73
354.15,51.67,16.73
310.72,51.67,17.02
269.43,51.67,17.02
174.65,52.05,17.29
158.53,52.05,17.29
123.61,52.05,17.61
91.08,52.05,17.61
55.83,52.88,17.94
51.59,52.88,17.94
62.32,52.88,18.17
59.95,52.88,18.17
46.11,53.71,18.42
49.04,53.71,18.42
53.24,53.71,18.51
46.46,53.71,18.51
42.10,53.62,18.60
42.13,53.62,18.60
39.36,53.62,18.54
37.37,53.62,18.54
39.20,52.51,18.46
40.46,52.51,18.46
33.96,52.51,18.25
31.56,52.51,18.25
33.16,50.34,18.04
32.35,50.34,18.04
30.08,50.34,17.67
28.14,50.34,17.67
28.18,47.56,17.31
29.94,47.56,17.31
28.28,47.56,16.67
25.60,47.56,16.67
24.97,45.19,16.00
25.52,45.19,16.00
24.80,45.19,16.00
17.21,39.87,22.57
15.45,38.00,21.24
18.78,38.00,21.24
16.64,38.00,20.99
16.49,38.00,20.99
13.78,36.79,20.76
15.78,36.79,20.76
12.56,36.79,20.57
13.30,36.79,20.57
12.32,36.06,20.37
12.36,36.06,20.37
12.93,36.06,20.15
12.33,36.06,20.15
12.52,35.94,19.92
13.29,35.94,19.92
14.26,35.94,19.68
18.93,35.94,19.68
18.02,36.84,19.43
16.72,36.84,19.43
17.89,36.84,19.22
18.28,36.84,19.22
21.70,38.91,19.00
18.60,38.91,19.00
18.95,38.91,18.75
21.74,38.91,18.75
26.15,40.96,18.50
22.63,40.96,18.50
20.36,40.96,18.22
21.78,40.96,18.22
20.65,42.05,17.95
20.46,42.05,17.95
20.36,42.05,17.68
20.27,42.05,17.68
21.76,43.03,17.44
19.58,43.03,17.44
21.53,43.03,17.23
30.33,43.03,17.23
32.07,44.50,17.06
24.46,44.50,17.06
24.95,44.50,16.98
26.03,44.50,16.98
24.08,46.04,16.90
26.15,46.04,16.90
26.90,46.04,16.91
35.66,46.04,16.91
33.71,47.36,16.92
31.45,47.36,16.92
34.42,47.36,17.04
26.85,47.36,17.04
22.59,48.50,17.13
28.81,48.50,17.13
25.36,48.50,17.80
38.99,48.50,17.80
43.79,49.31,18.47
35.98,49.31,18.47
30.65,49.31,19.41
28.36,49.31,19.41
29.92,49.63,20.34
32.07,49.63,20.34
38.02,49.63,21.29
60.88,49.63,21.29
50.24,49.67,22.24
46.59,49.67,22.24
35.48,49.67,23.03
24.96,49.67,23.03
26.84,49.42,23.83
32.34,49.42,23.83
40.07,49.42,24.45
35.88,49.42,24.45
32.63,49.09,25.06
31.81,49.09,25.06
27.48,49.09,25.52
19.09,49.09,25.52
27.44,49.07,25.99
29.38,49.07,25.99
31.56,49.07,26.26
26.23,49.07,26.26
19.83,48.47,26.53
25.91,48.47,26.53
25.62,48.47,26.54
27.04,48.47,26.54
19.82,46.98,26.53
22.03,46.98,26.53
28.71,46.98,26.26
23.78,46.98,26.26
22.28,44.51,25.97
19.37,44.51,25.97
20.73,44.51,25.38
17.59,44.51,25.38
18.17,41.42,24.78
16.54,41.42,24.78
14.61,41.42,23.70
14.57,41.42,23.70
16.04,38.70,22.65
16.43,38.70,22.65
15.87,38.70,22.65
17.86,36.34,27.67
15.89,34.36,24.86
15.82,34.36,24.86
13.66,34.36,23.66
12.14,34.36,23.66
10.59,33.20,22.48
8.40,33.20,22.48
7.00,33.20,21.83
8.47,33.20,21.83
7.16,32.71,21.21
8.08,32.71,21.21
10.47,32.71,20.60
10.55,32.71,20.60
11.88,32.94,20.04
13.47,32.94,20.04
15.36,32.94,19.55
14.98,32.94,19.55
14.36,34.31,19.03
17.07,34.31,19.03
17.73,34.31,18.55
17.03,34.31,18.55
2.56,37.02,18.08
15.85,37.02,18.08
3.27,37.02,17.67
2.99,37.02,17.67
6.11,40.42,17.30
12.71,40.42,17.30
23.71,40.42,16.83
35.73,40.42,16.83
37.21,43.55,16.40
37.10,43.55,16.40
32.45,43.55,15.95
36.48,43.55,15.95
57.91,46.66,15.56
55.46,46.66,15.56
53.97,46.66,15.33
64.32,46.66,15.33
95.64,49.97,15.06
91.31,49.97,15.06
87.94,49.97,14.87
96.66,49.97,14.87
78.02,52.54,14.62
71.35,52.54,14.62
91.66,52.54,14.46
84.60,52.54,14.46
63.98,53.56,14.25
63.88,53.56,14.25
91.37,53.56,14.93
71.54,53.56,14.93
67.02,53.06,15.62
40.42,53.06,15.62
35.00,53.06,17.64
11.69,53.06,17.64
16.68,51.56,19.66
26.62,51.56,19.66
20.93,51.56,21.78
18.15,51.56,21.78
13.41,49.88,23.91
17.44,49.88,23.91
35.09,49.88,25.43
44.31,49.88,25.43
47.59,48.25,26.93
106.06,48.25,26.93
83.81,48.25,27.44
90.96,48.25,27.44
94.09,47.02,28.11
119.85,47.02,28.11
136.69,47.02,28.08
113.07,47.02,28.08
70.73,45.73,28.06
82.48,45.73,28.06
150.63,45.73,27.72
104.02,45.73,27.72
72.86,45.00,27.38
122.19,45.00,27.38
158.72,45.00,26.67
177.66,45.00,26.67
121.02,45.88,25.97
107.67,45.88,25.97
85.69,45.88,25.13
71.56,45.88,25.13
83.30,45.19,24.23
82.56,45.19,24.23
66.48,45.19,23.40
54.55,45.19,23.40
64.27,43.39,22.52
76.55,43.39,22.52
67.17,43.39,21.79
53.12,43.39,21.79
52.82,40.91,21.06
80.65,40.91,21.06
74.10,40.91,20.51
44.00,40.91,20.51
48.60,38.63,20.05
46.98,38.63,20.05
49.40,38.63,20.05
