HourEnding,ERCOT
1/9/2019 19:59,40787.54881
1/9/2019 20:59,39841.14226
1/9/2019 21:59,37757.96179
1/9/2019 22:59,35753.96064
1/9/2019 23:59,34566.10663
1/10/2019 0:59,34022.04477
1/10/2019 1:59,33842.48747
1/10/2019 2:59,34153.76768
1/10/2019 3:59,35209.47324
1/10/2019 4:59,37864.63916
1/10/2019 5:59,41955.07862
1/10/2019 6:59,43286.58903
1/10/2019 7:59,42544.97024
1/10/2019 8:59,41963.3278
1/10/2019 9:59,41345.33506
1/10/2019 10:59,40512.83718
1/10/2019 11:59,39630.87524
1/10/2019 12:59,38939.94571
1/10/2019 13:59,38381.11521
1/10/2019 14:59,38146.32849
1/10/2019 15:59,38548.93964
1/10/2019 16:59,39768.92384
1/10/2019 17:59,41670.70258
1/10/2019 18:59,41831.15399
1/10/2019 19:59,41439.01111
1/10/2019 20:59,40204.79113
1/10/2019 21:59,37945.37155
1/10/2019 22:59,35824.75161
1/10/2019 23:59,34400.05692
1/11/2019 0:59,33634.18125
1/11/2019 1:59,33293.67686
1/11/2019 2:59,33377.55531
1/11/2019 3:59,34307.84057
1/11/2019 4:59,36691.03709
1/11/2019 5:59,40406.16428
1/11/2019 6:59,41804.00959
1/11/2019 7:59,41400.43281
1/11/2019 8:59,41381.06405
1/11/2019 9:59,41303.1391
1/11/2019 10:59,40753.16747
1/11/2019 11:59,40033.87702
1/11/2019 12:59,39524.28597
1/11/2019 13:59,39219.41206
1/11/2019 14:59,38943.27213
1/11/2019 15:59,39166.93712
1/11/2019 16:59,40109.04732
1/11/2019 17:59,40789.73252
1/11/2019 18:59,40061.64382
1/11/2019 19:59,39218.60629
1/11/2019 20:59,37958.44035
1/11/2019 21:59,36158.7707
1/11/2019 22:59,34269.37519
1/11/2019 23:59,32779.53047
1/12/2019 0:59,31759.26374
1/12/2019 1:59,31156.64933
1/12/2019 2:59,31059.96319
1/12/2019 3:59,31547.37989
1/12/2019 4:59,32826.17959
1/12/2019 5:59,34625.31129
1/12/2019 6:59,36352.76664
1/12/2019 7:59,37526.43671
1/12/2019 8:59,38354.50751
1/12/2019 9:59,38884.16582
1/12/2019 10:59,39122.70619
1/12/2019 11:59,38914.76963
1/12/2019 12:59,38534.18722
1/12/2019 13:59,38147.52421
1/12/2019 14:59,38075.79696
1/12/2019 15:59,38174.38555
1/12/2019 16:59,38969.65661
1/12/2019 17:59,40463.27754
1/12/2019 18:59,40356.81031
1/12/2019 19:59,39964.66012
1/12/2019 20:59,39392.50272
1/12/2019 21:59,38569.4465
1/12/2019 22:59,37439.33904
1/12/2019 23:59,36459.36911
1/13/2019 0:59,35978.7411
1/13/2019 1:59,35871.10431
1/13/2019 2:59,36085.92101
1/13/2019 3:59,36680.5355
1/13/2019 4:59,37811.26077
1/13/2019 5:59,39486.18998
1/13/2019 6:59,41155.38743
1/13/2019 7:59,42409.26392
1/13/2019 8:59,42990.12527
1/13/2019 9:59,42659.58529
1/13/2019 10:59,41765.26179
1/13/2019 11:59,40746.15845
1/13/2019 12:59,39927.13314
1/13/2019 13:59,39288.97938
1/13/2019 14:59,39188.87544
1/13/2019 15:59,39710.58121
1/13/2019 16:59,41576.87733
1/13/2019 17:59,44064.76633
1/13/2019 18:59,44875.95724
1/13/2019 19:59,44655.0992
1/13/2019 20:59,43649.9178
1/13/2019 21:59,41581.74288
1/13/2019 22:59,39683.72148
1/13/2019 23:59,38501.53275
1/14/2019 0:59,38018.16624
1/14/2019 1:59,38041.80287
1/14/2019 2:59,38517.61146
1/14/2019 3:59,39905.71921
1/14/2019 4:59,43103.13351
1/14/2019 5:59,47531.74392
1/14/2019 6:59,49085.7108
1/14/2019 7:59,48518.63301
1/14/2019 8:59,48252.25953
1/14/2019 9:59,47533.01737
1/14/2019 10:59,46295.33204
1/14/2019 11:59,44655.05461
1/14/2019 12:59,43093.32219
1/14/2019 13:59,41827.33224
1/14/2019 14:59,41189.34737
1/14/2019 15:59,41852.39156
1/14/2019 16:59,44140.24091
1/14/2019 17:59,46759.91473
1/14/2019 18:59,47023.86794
1/14/2019 19:59,46633.07693
1/14/2019 20:59,45134.42495
1/14/2019 21:59,42485.51737
1/14/2019 22:59,40329.33424
1/14/2019 23:59,38974.47423
1/15/2019 0:59,38135.88999
1/15/2019 1:59,37884.76941
1/15/2019 2:59,37986.07605
1/15/2019 3:59,38887.19131
1/15/2019 4:59,41544.41657
1/15/2019 5:59,45408.38753
1/15/2019 6:59,46653.48061
1/15/2019 7:59,45776.43467
1/15/2019 8:59,45243.40055
1/15/2019 9:59,44847.36456
1/15/2019 10:59,44126.87189
1/15/2019 11:59,43134.87126
1/15/2019 12:59,42320.13732
1/15/2019 13:59,41731.2515
1/15/2019 14:59,41506.89425
1/15/2019 15:59,42222.70725
1/15/2019 16:59,43944.84941
1/15/2019 17:59,45563.67205
1/15/2019 18:59,45353.02772
1/15/2019 19:59,44611.04207
1/15/2019 20:59,42792.54971
1/15/2019 21:59,40163.57822
1/15/2019 22:59,37725.85149
1/15/2019 23:59,36132.00154
1/16/2019 0:59,35324.74178
1/16/2019 1:59,34989.47164
1/16/2019 2:59,35106.8771
1/16/2019 3:59,36022.69455
1/16/2019 4:59,38479.92923
1/16/2019 5:59,42209.6829
1/16/2019 6:59,43149.8345
1/16/2019 7:59,42362.2416
1/16/2019 8:59,42088.07006
1/16/2019 9:59,41630.20385
1/16/2019 10:59,40837.58897
1/16/2019 11:59,40049.1816
1/16/2019 12:59,39286.59158
1/16/2019 13:59,38425.19617
1/16/2019 14:59,38063.72753
1/16/2019 15:59,38403.12026
1/16/2019 16:59,39670.71102
1/16/2019 17:59,41265.62677
1/16/2019 18:59,41086.00505
1/16/2019 19:59,40344.51822
1/16/2019 20:59,38878.13134
1/16/2019 21:59,36339.60396
1/16/2019 22:59,33930.27432
1/16/2019 23:59,32288.3495
1/17/2019 0:59,31344.38939
1/17/2019 1:59,30958.04579
1/17/2019 2:59,30978.45022
1/17/2019 3:59,31776.96239
1/17/2019 4:59,34167.34384
1/17/2019 5:59,37956.70011
1/17/2019 6:59,39399.10675
1/17/2019 7:59,38974.64331
1/17/2019 8:59,38808.92285
1/17/2019 9:59,38526.44642
1/17/2019 10:59,37970.21824
1/17/2019 11:59,37259.75243
1/17/2019 12:59,36723.82554
1/17/2019 13:59,36273.53038
1/17/2019 14:59,35906.87888
1/17/2019 15:59,36068.40561
1/17/2019 16:59,36939.97117
1/17/2019 17:59,39053.19761
1/17/2019 18:59,39415.91154
1/17/2019 19:59,39229.86983
1/17/2019 20:59,38223.83109
1/17/2019 21:59,36330.10183
1/17/2019 22:59,34390.20267
1/17/2019 23:59,33161.82383
1/18/2019 0:59,32694.32787
1/18/2019 1:59,32476.97327
1/18/2019 2:59,32648.67741
1/18/2019 3:59,33575.66998
1/18/2019 4:59,35925.84621
1/18/2019 5:59,39626.268
1/18/2019 6:59,41157.13267
1/18/2019 7:59,40718.07507
1/18/2019 8:59,40332.06817
1/18/2019 9:59,39815.46622
1/18/2019 10:59,39150.66224
1/18/2019 11:59,38544.93142
1/18/2019 12:59,38145.31824
1/18/2019 13:59,37548.12051
1/18/2019 14:59,37072.78588
1/18/2019 15:59,36990.87686
1/18/2019 16:59,37512.87247
1/18/2019 17:59,38526.42525
1/18/2019 18:59,38106.47988
1/18/2019 19:59,37353.22733
1/18/2019 20:59,36292.37772
1/18/2019 21:59,34858.00722
1/18/2019 22:59,33078.27458
1/18/2019 23:59,31626.18281
1/19/2019 0:59,30862.21665
1/19/2019 1:59,30797.75244
1/19/2019 2:59,31371.99898
1/19/2019 3:59,32567.46354
1/19/2019 4:59,34680.39955
1/19/2019 5:59,37325.69878
1/19/2019 6:59,40072.34071
1/19/2019 7:59,42575.85606
1/19/2019 8:59,44134.04841
1/19/2019 9:59,44598.80569
1/19/2019 10:59,44150.50342
1/19/2019 11:59,43223.18087
1/19/2019 12:59,42057.26057
1/19/2019 13:59,41085.13616
1/19/2019 14:59,40481.50204
1/19/2019 15:59,40650.079
1/19/2019 16:59,42072.6388
1/19/2019 17:59,44941.31884
1/19/2019 18:59,45497.72162
1/19/2019 19:59,45698.95861
1/19/2019 20:59,45458.96941
1/19/2019 21:59,44662.74489
1/19/2019 22:59,43760.00461
1/19/2019 23:59,43105.64195
1/20/2019 0:59,42934.37948
1/20/2019 1:59,42968.7621
1/20/2019 2:59,43310.27567
1/20/2019 3:59,44147.10641
1/20/2019 4:59,45461.14582
1/20/2019 5:59,47269.69499
1/20/2019 6:59,48930.5653
1/20/2019 7:59,49352.02526
1/20/2019 8:59,48258.38889
1/20/2019 9:59,45954.71171
1/20/2019 10:59,43536.41926
1/20/2019 11:59,41259.62823
1/20/2019 12:59,39360.86666
1/20/2019 13:59,37870.02173
1/20/2019 14:59,37021.75575
1/20/2019 15:59,36908.04552
1/20/2019 16:59,38623.19342
1/20/2019 17:59,41764.01921
1/20/2019 18:59,42989.12975
1/20/2019 19:59,43149.90654
1/20/2019 20:59,43278.15454
1/20/2019 21:59,42117.81515
1/20/2019 22:59,40672.65621
1/20/2019 23:59,39769.57066
1/21/2019 0:59,39392.82216
1/21/2019 1:59,39492.7403
1/21/2019 2:59,40131.43398
1/21/2019 3:59,41480.82761
1/21/2019 4:59,44062.27547
1/21/2019 5:59,47294.81467
1/21/2019 6:59,48973.16707
1/21/2019 7:59,48555.59573
1/21/2019 8:59,47276.3473
1/21/2019 9:59,45876.78523
1/21/2019 10:59,43851.33558
1/21/2019 11:59,41660.64335
1/21/2019 12:59,40059.50665
1/21/2019 13:59,38776.97554
1/21/2019 14:59,38099.47287
1/21/2019 15:59,38210.6774
1/21/2019 16:59,39391.61392
1/21/2019 17:59,41701.85855
1/21/2019 18:59,41813.3518
1/21/2019 19:59,41171.78076
1/21/2019 20:59,39776.181
1/21/2019 21:59,37287.92082
1/21/2019 22:59,34785.36356
1/21/2019 23:59,33150.43558
1/22/2019 0:59,32192.33221
1/22/2019 1:59,31703.00924
1/22/2019 2:59,31687.39839
1/22/2019 3:59,32456.77403
1/22/2019 4:59,34693.95438
1/22/2019 5:59,38275.89384
1/22/2019 6:59,39264.4799
1/22/2019 7:59,38572.21058
1/22/2019 8:59,38427.63355
1/22/2019 9:59,38336.78497
1/22/2019 10:59,38194.59
1/22/2019 11:59,38047.38378
1/22/2019 12:59,37928.79487
1/22/2019 13:59,37764.84372
1/22/2019 14:59,37721.4557
1/22/2019 15:59,38197.9128
1/22/2019 16:59,39549.45609
1/22/2019 17:59,41482.78491
1/22/2019 18:59,41948.51612
1/22/2019 19:59,42046.29073
1/22/2019 20:59,41183.02047
1/22/2019 21:59,39507.97106
1/22/2019 22:59,37858.38741
1/22/2019 23:59,36873.98233
1/23/2019 0:59,36896.55284
1/23/2019 1:59,37340.88284
1/23/2019 2:59,38581.72359
1/23/2019 3:59,40620.60649
1/23/2019 4:59,44170.88917
1/23/2019 5:59,49254.28196
1/23/2019 6:59,51796.1344
1/23/2019 7:59,51379.73358
1/23/2019 8:59,50589.1148
1/23/2019 9:59,49544.31869
1/23/2019 10:59,48035.86933
1/23/2019 11:59,46272.74911
1/23/2019 12:59,44752.19815
1/23/2019 13:59,43121.39281
1/23/2019 14:59,41972.02796
1/23/2019 15:59,42017.48281
1/23/2019 16:59,43479.12274
1/23/2019 17:59,46781.49643
1/23/2019 18:59,48121.02457
1/23/2019 19:59,48589.27745
1/23/2019 20:59,47987.48069
1/23/2019 21:59,46144.01028
1/23/2019 22:59,44401.85697
1/23/2019 23:59,43536.77184
1/24/2019 0:59,43331.07553
1/24/2019 1:59,43556.08105
1/24/2019 2:59,44178.62437
1/24/2019 3:59,45683.08951
1/24/2019 4:59,49021.01964
1/24/2019 5:59,53643.7871
1/24/2019 6:59,54669.51282
1/24/2019 7:59,51857.40605
1/24/2019 8:59,48510.56256
1/24/2019 9:59,45580.34043
1/24/2019 10:59,42871.22557
1/24/2019 11:59,40657.34348
1/24/2019 12:59,39133.04716
1/24/2019 13:59,37937.14544
1/24/2019 14:59,37398.87577
1/24/2019 15:59,37622.24425
1/24/2019 16:59,38843.86889
1/24/2019 17:59,41673.85245
1/24/2019 18:59,42862.67116
1/24/2019 19:59,43318.42082
1/24/2019 20:59,42613.91452
1/24/2019 21:59,40928.53752
1/24/2019 22:59,39360.36793
1/24/2019 23:59,38608.95696
1/25/2019 0:59,38644.34983
1/25/2019 1:59,39025.47271
1/25/2019 2:59,39806.28768
1/25/2019 3:59,41435.46559
1/25/2019 4:59,44648.20208
1/25/2019 5:59,49074.59922
1/25/2019 6:59,50406.25577
1/25/2019 7:59,48816.54987
1/25/2019 8:59,46875.89259
1/25/2019 9:59,44800.02436
1/25/2019 10:59,42650.24263
1/25/2019 11:59,40734.4734
1/25/2019 12:59,39344.55827
1/25/2019 13:59,38202.48738
1/25/2019 14:59,37591.34766
1/25/2019 15:59,37812.06191
1/25/2019 16:59,38772.6001
1/25/2019 17:59,40973.4381
1/25/2019 18:59,41315.57593
1/25/2019 19:59,41286.14185
1/25/2019 20:59,40874.98216
1/25/2019 21:59,39724.33941
1/25/2019 22:59,38343.06721
1/25/2019 23:59,37355.93333
1/26/2019 0:59,36777.13653
1/26/2019 1:59,36532.51736
1/26/2019 2:59,36588.77016
1/26/2019 3:59,37097.17945
1/26/2019 4:59,38260.56395
1/26/2019 5:59,40148.14842
1/26/2019 6:59,41852.88991
1/26/2019 7:59,42579.34307
1/26/2019 8:59,42093.64265
1/26/2019 9:59,40660.88381
1/26/2019 10:59,39039.65635
1/26/2019 11:59,37520.85347
1/26/2019 12:59,36242.41214
1/26/2019 13:59,35288.83271
1/26/2019 14:59,34739.21671
1/26/2019 15:59,34863.7647
1/26/2019 16:59,36079.40712
1/26/2019 17:59,38021.33715
1/26/2019 18:59,38343.57967
1/26/2019 19:59,38250.02961
1/26/2019 20:59,37830.25287
1/26/2019 21:59,37064.92606
1/26/2019 22:59,36040.11787
1/26/2019 23:59,35064.51878
1/27/2019 0:59,34729.01672
1/27/2019 1:59,34628.95283
1/27/2019 2:59,34985.06029
1/27/2019 3:59,35522.55803
1/27/2019 4:59,36574.42908
1/27/2019 5:59,38194.7746
1/27/2019 6:59,39753.83114
1/27/2019 7:59,40424.01099
1/27/2019 8:59,39681.49136
1/27/2019 9:59,38157.74477
1/27/2019 10:59,36835.57018
1/27/2019 11:59,35691.72072
1/27/2019 12:59,34818.61615
1/27/2019 13:59,34189.76015
1/27/2019 14:59,33866.03951
1/27/2019 15:59,33943.07293
1/27/2019 16:59,34891.30775
1/27/2019 17:59,37539.35914
1/27/2019 18:59,38610.22139
1/27/2019 19:59,38919.41036
1/27/2019 20:59,38441.82386
1/27/2019 21:59,37020.92445
1/27/2019 22:59,35538.00785
1/27/2019 23:59,34442.81604
1/28/2019 0:59,33945.90498
1/28/2019 1:59,34072.41769
1/28/2019 2:59,34561.02039
1/28/2019 3:59,36026.97041
1/28/2019 4:59,39003.55605
1/28/2019 5:59,43325.01079
1/28/2019 6:59,44474.45248
1/28/2019 7:59,42969.52014
1/28/2019 8:59,41406.9344
1/28/2019 9:59,39850.32997
1/28/2019 10:59,38725.82346
1/28/2019 11:59,37842.22177
1/28/2019 12:59,37421.64538
1/28/2019 13:59,36970.74299
1/28/2019 14:59,36787.83747
1/28/2019 15:59,37254.04066
1/28/2019 16:59,38404.46619
1/28/2019 17:59,40909.38107
1/28/2019 18:59,41635.91562
1/28/2019 19:59,41519.60801
1/28/2019 20:59,40498.18471
1/28/2019 21:59,38796.24787
1/28/2019 22:59,37200.239
1/28/2019 23:59,36608.22814
1/29/2019 0:59,36776.54746
1/29/2019 1:59,37327.58239
1/29/2019 2:59,38497.80367
1/29/2019 3:59,40641.33967
1/29/2019 4:59,44595.15346
1/29/2019 5:59,49811.4179
1/29/2019 6:59,51758.5179
1/29/2019 7:59,50303.05456
1/29/2019 8:59,48546.70885
1/29/2019 9:59,46756.81096
1/29/2019 10:59,44927.5065
1/29/2019 11:59,43119.91563
1/29/2019 12:59,41645.48139
1/29/2019 13:59,40371.78972
1/29/2019 14:59,39732.19785
1/29/2019 15:59,40438.05509
1/29/2019 16:59,42743.54812
1/29/2019 17:59,46095.96003
1/29/2019 18:59,46889.54371
1/29/2019 19:59,46855.70176
1/29/2019 20:59,45618.11874
1/29/2019 21:59,43337.91749
1/29/2019 22:59,41274.10803
1/29/2019 23:59,40105.03338
1/30/2019 0:59,39667.23156
1/30/2019 1:59,39697.93235
1/30/2019 2:59,40162.86416
1/30/2019 3:59,41549.90243
1/30/2019 4:59,44728.61385
1/30/2019 5:59,48909.19345
1/30/2019 6:59,49940.267
1/30/2019 7:59,48738.47676
1/30/2019 8:59,47776.44001
1/30/2019 9:59,46696.05065
1/30/2019 10:59,45102.51041
1/30/2019 11:59,43519.82176
1/30/2019 12:59,42592.91979
1/30/2019 13:59,41598.17433
1/30/2019 14:59,40855.63975
1/30/2019 15:59,41365.48863
1/30/2019 16:59,42938.87622
1/30/2019 17:59,45708.01197
1/30/2019 18:59,46323.2136
1/30/2019 19:59,46099.83859
1/30/2019 20:59,44781.19845
1/30/2019 21:59,42286.19046
1/30/2019 22:59,39918.87801
1/30/2019 23:59,38491.99143
1/31/2019 0:59,37709.9626
1/31/2019 1:59,37313.62515
1/31/2019 2:59,37279.95139
1/31/2019 3:59,38084.48564
1/31/2019 4:59,40552.97947
1/31/2019 5:59,44186.34449
1/31/2019 6:59,45158.20613
1/31/2019 7:59,44281.42237
1/31/2019 8:59,43755.51351
1/31/2019 9:59,43191.04244
1/31/2019 10:59,42327.38891
1/31/2019 11:59,41372.89157
1/31/2019 12:59,40710.55101
1/31/2019 13:59,40060.91028
1/31/2019 14:59,39635.88865
1/31/2019 15:59,39945.58984
1/31/2019 16:59,40869.64722
1/31/2019 17:59,42142.18871
1/31/2019 18:59,42038.69794
1/31/2019 19:59,41242.71409
1/31/2019 20:59,39495.62299
1/31/2019 21:59,36999.27655
1/31/2019 22:59,34578.073
1/31/2019 23:59,32980.12796
2/1/2019 0:59,31998.31576
2/1/2019 1:59,31605.71589
2/1/2019 2:59,31663.49861
2/1/2019 3:59,32348.19817
2/1/2019 4:59,34543.82355
2/1/2019 5:59,38069.20528
2/1/2019 6:59,39356.07668
2/1/2019 7:59,39043.26272
2/1/2019 8:59,38969.02629
2/1/2019 9:59,38684.73355
2/1/2019 10:59,38163.69798
2/1/2019 11:59,37494.43628
2/1/2019 12:59,37163.68147
2/1/2019 13:59,36738.53129
2/1/2019 14:59,36438.10003
2/1/2019 15:59,36339.9112
2/1/2019 16:59,36855.20532
2/1/2019 17:59,37992.82097
2/1/2019 18:59,37890.03304
2/1/2019 19:59,37315.05354
2/1/2019 20:59,36492.64788
2/1/2019 21:59,35003.70992
2/1/2019 22:59,33192.43622
2/1/2019 23:59,31680.63209
2/2/2019 0:59,30813.42393
2/2/2019 1:59,30320.49281
2/2/2019 2:59,30036.2878
2/2/2019 3:59,30296.82656
2/2/2019 4:59,31127.29143
2/2/2019 5:59,32490.02887
2/2/2019 6:59,33885.30285
2/2/2019 7:59,35211.1258
2/2/2019 8:59,36306.52851
2/2/2019 9:59,36819.77991
2/2/2019 10:59,36774.94615
2/2/2019 11:59,36229.18956
2/2/2019 12:59,35556.05319
2/2/2019 13:59,34945.42705
2/2/2019 14:59,34705.57346
2/2/2019 15:59,34667.72904
2/2/2019 16:59,35220.12518
2/2/2019 17:59,36456.49555
2/2/2019 18:59,36340.24185
2/2/2019 19:59,35839.80654
2/2/2019 20:59,35099.57625
2/2/2019 21:59,33841.9586
2/2/2019 22:59,32364.1285
2/2/2019 23:59,30890.76521
2/3/2019 0:59,29801.24326
2/3/2019 1:59,29237.79384
2/3/2019 2:59,28875.83158
2/3/2019 3:59,28859.8811
2/3/2019 4:59,29274.16787
2/3/2019 5:59,30157.80131
2/3/2019 6:59,31277.93371
2/3/2019 7:59,32673.08086
2/3/2019 8:59,33971.02539
2/3/2019 9:59,34743.38921
2/3/2019 10:59,35236.33311
2/3/2019 11:59,35320.17951
2/3/2019 12:59,35448.81511
2/3/2019 13:59,35503.00169
2/3/2019 14:59,35651.62489
2/3/2019 15:59,35930.43794
2/3/2019 16:59,36016.59437
2/3/2019 17:59,36883.85063
2/3/2019 18:59,36885.59638
2/3/2019 19:59,36356.01684
2/3/2019 20:59,35889.8414
2/3/2019 21:59,34302.80898
2/3/2019 22:59,31883.40686
2/3/2019 23:59,30092.26225
2/4/2019 0:59,28995.5194
2/4/2019 1:59,28443.88358
2/4/2019 2:59,28439.7369
2/4/2019 3:59,28979.14456
2/4/2019 4:59,31021.99663
