LMP,Load,Temp,,,,LMP(S),Load(S),LMP(S),,LMP(O),Load(O),Temp(O)
107.8,53.93,26.95,,,,,,,,,,
84.97,53.93,27.46,,,,,,,,,,
66.08,53.93,27.46,,,,,,,,,,
44.72,52.93,27.96,,,,,,,,,,
39.53,52.93,27.96,,,,,,,,,,
38.39,52.93,28.3,,,,,,,,,,
35.7,52.93,28.3,,,,,,,,,,
32.71,51.8,28.64,,,,,,,,,,
33.06,51.8,28.64,,,,,,,,,,
33.89,51.8,28.78,,,,,,,,,,
32.77,51.8,28.78,,,,,,,,,,
33.16,50.89,28.94,,,,,,,,,,
31.72,50.89,28.94,,,,,,,,,,
28.66,50.89,28.91,,,,,,,,,,
25.97,50.89,28.91,,,,,,,,,,
26.39,48.95,28.87,,,,,,,,,,
25.08,48.95,28.87,,,,,,,,,,
23.86,48.95,28.66,,,,,,,,,,
21.75,48.95,28.66,,,,,,,,,,
22.24,45.94,28.45,,,,,,,,,,
22.99,45.94,28.45,,,,,,,,,,
21.7,45.94,28.06,,,,,,,,,,
20.6,45.94,28.06,,,,,,,,,,
20.19,42.75,27.67,,,,,,,,,,
20.54,42.75,27.67,,,,,,,,,,
19.75,42.75,27.02,,,,,,,,,,
18.33,42.75,27.02,,,,,,,,,,
18.35,40.09,26.35,,,,,,,,,,
18.32,40.09,26.35,,,,,,,,,,
17.97,40.09,26.35,,,,,,,,,,
22.5,35.79,25.57,,,,,,,,,,
22.25,34.18,24.21,,,,,,,,,,
23.41,34.18,24.21,,,,,,,,,,
22.14,34.18,23.72,,,,,,,,,,
21.37,34.18,23.72,,,,,,,,,,
20.62,33.26,23.25,,,,,,,,,,
22.31,33.26,23.25,,,,,,,,,,
20.65,33.26,22.97,,,,,,,,,,
20.75,33.26,22.97,,,,,,,,,,
22.59,32.89,22.71,,,,,,,,,,
21.36,32.89,22.71,,,,,,,,,,
20.93,32.89,22.54,,,,,,,,,,
20.42,32.89,22.54,,,,,,,,,,
20.74,33.21,22.35,,,,,,,,,,
21.62,33.21,22.35,,,,,,,,,,
22.67,33.21,22.21,,,,,,,,,,
23.27,33.21,22.21,,,,,,,,,,
23.33,34.71,22.06,,,,,,,,,,
23.49,34.71,22.06,,,,,,,,,,
25.52,34.71,21.93,,,,,,,,,,
24.58,34.71,21.93,,,,,,,,,,
34.77,37.47,21.76,,,,,,,,,,
31.92,37.47,21.76,,,,,,,,,,
44.84,37.47,21.59,,,,,,,,,,
44.17,37.47,21.59,,,,,,,,,,
49.63,39.7,21.41,,,,,,,,,,
45.97,39.7,21.41,,,,,,,,,,
48.7,39.7,21.19,,,,,,,,,,
41.99,39.7,21.19,,,,,,,,,,
41.65,41.17,20.98,,,,,,,,,,
36.4,41.17,20.98,,,,,,,,,,
33.47,41.17,20.75,,,,,,,,,,
35.02,41.17,20.75,,,,,,,,,,
43.54,42.83,20.52,,,,,,,,,,
39.19,42.83,20.52,,,,,,,,,,
39.62,42.83,20.25,,,,,,,,,,
49.02,42.83,20.25,,,,,,,,,,
52.74,44.82,19.97,,,,,,,,,,
43.74,44.82,19.97,,,,,,,,,,
43.42,44.82,19.68,,,,,,,,,,
43.39,44.82,19.68,,,,,,,,,,
43.71,46.52,19.37,,,,,,,,,,
45.31,46.52,19.37,,,,,,,,,,
45.75,46.52,19.07,,,,,,,,,,
48.22,46.52,19.07,,,,,,,,,,
44.81,47.75,18.76,,,,,,,,,,
47.12,47.75,18.76,,,,,,,,,,
54.31,47.75,18.66,,,,,,,,,,
54.85,47.75,18.66,,,,,,,,,,
68.65,48.65,18.56,,,,,,,,,,
84.03,48.65,18.56,,,,,,,,,,
105.72,48.65,18.74,,,,,,,,,,
123.81,48.65,18.74,,,,,,,,,,
110.11,49.25,18.9,,,,,,,,,,
145.75,49.25,18.9,,,,,,,,,,
186.23,49.25,18.97,,,,,,,,,,
228.99,49.25,18.97,,,,,,,,,,
232.11,49.47,19.03,,,,,,,,,,
234.17,49.47,19.03,,,,,,,,,,
236.92,49.47,19.28,,,,,,,,,,
273.29,49.47,19.28,,,,,,,,,,
216.82,49.66,19.52,,,,,,,,,,
253.83,49.66,19.52,,,,,,,,,,
214.64,49.66,19.74,,,,,,,,,,
205.51,49.66,19.74,,,,,,,,,,
149,49.87,19.94,,,,,,,,,,
132.4,49.87,19.94,,,,,,,,,,
110.94,49.87,20.24,,,,,,,,,,
81.49,49.87,20.24,,,,,,,,,,
50.71,49.88,20.53,,,,,,,,,,
50.85,49.88,20.53,,,,,,,,,,
62.85,49.88,20.76,,,,,,,,,,
57.9,49.88,20.76,,,,,,,,,,
47.57,49.87,21,,,,,,,,,,
52.78,49.87,21,,,,,,,,,,
54.78,49.87,21.09,,,,,,,,,,
51.73,49.87,21.09,,,,,,,,,,
44.79,49.74,21.18,,,,,,,,,,
46.22,49.74,21.18,,,,,,,,,,
41.49,49.74,21.12,,,,,,,,,,
38.22,49.74,21.12,,,,,,,,,,
39.64,48.35,21.05,,,,,,,,,,
38.88,48.35,21.05,,,,,,,,,,
34.12,48.35,20.86,,,,,,,,,,
30.84,48.35,20.86,,,,,,,,,,
32.8,45.76,20.69,,,,,,,,,,
34.43,45.76,20.69,,,,,,,,,,
31.15,45.76,20.43,,,,,,,,,,
28.16,45.76,20.43,,,,,,,,,,
28.13,42.76,20.17,,,,,,,,,,
29.98,42.76,20.17,,,,,,,,,,
27.68,42.76,19.72,,,,,,,,,,
23.3,42.76,19.72,,,,,,,,,,
23.64,40.35,19.24,,,,,,,,,,
23.57,40.35,19.24,,,,,,,,,,
22.96,40.35,19.24,,,,,,,,,,
22.89,40.96,29.41,,,,,,,,,,
20.46,39.36,27.2,,,,,,,,,,
22.05,39.36,27.2,,,,,,,,,,
24.35,39.36,26.3,,,,,,,,,,
21.73,39.36,26.3,,,,,,,,,,
20.15,38.38,25.4,,,,,,,,,,
20.43,38.38,25.4,,,,,,,,,,
20.96,38.38,24.78,,,,,,,,,,
20.42,38.38,24.78,,,,,,,,,,
20.68,37.89,24.18,,,,,,,,,,
19.05,37.89,24.18,,,,,,,,,,
18.93,37.89,23.56,,,,,,,,,,
18.73,37.89,23.56,,,,,,,,,,
18.78,38.1,22.94,,,,,,,,,,
17.88,38.1,22.94,,,,,,,,,,
18.03,38.1,22.31,,,,,,,,,,
18.14,38.1,22.31,,,,,,,,,,
19.04,39.43,21.69,,,,,,,,,,
18.18,39.43,21.69,,,,,,,,,,
18.31,39.43,21.11,,,,,,,,,,
19.43,39.43,21.11,,,,,,,,,,
20.43,41.59,20.52,,,,,,,,,,
20.62,41.59,20.52,,,,,,,,,,
22.42,41.59,19.93,,,,,,,,,,
23.76,41.59,19.93,,,,,,,,,,
25.33,42.76,19.34,,,,,,,,,,
27.12,42.76,19.34,,,,,,,,,,
31.68,42.76,18.77,,,,,,,,,,
30.12,42.76,18.77,,,,,,,,,,
25.93,44.07,18.17,,,,,,,,,,
25.01,44.07,18.17,,,,,,,,,,
23.4,44.07,17.58,,,,,,,,,,
23.82,44.07,17.58,,,,,,,,,,
25.14,45.33,16.98,,,,,,,,,,
24.3,45.33,16.98,,,,,,,,,,
23.33,45.33,16.42,,,,,,,,,,
23.28,45.33,16.42,,,,,,,,,,
26.78,46.13,15.85,,,,,,,,,,
24.45,46.13,15.85,,,,,,,,,,
24.4,46.13,15.38,,,,,,,,,,
21.79,46.13,15.38,,,,,,,,,,
21.77,46.66,14.89,,,,,,,,,,
21.39,46.66,14.89,,,,,,,,,,
22.71,46.66,14.48,,,,,,,,,,
23.03,46.66,14.48,,,,,,,,,,
21.09,47.12,14.04,,,,,,,,,,
20.27,47.12,14.04,,,,,,,,,,
18.67,47.12,14.02,,,,,,,,,,
23.66,47.12,14.02,,,,,,,,,,
23.91,47.72,14,,,,,,,,,,
27.49,47.72,14,,,,,,,,,,
30.9,47.72,14.71,,,,,,,,,,
31.46,47.72,14.71,,,,,,,,,,
28.63,48.07,15.4,,,,,,,,,,
35.78,48.07,15.4,,,,,,,,,,
40.67,48.07,16.72,,,,,,,,,,
47.9,48.07,16.72,,,,,,,,,,
48.6,48.29,18.05,,,,,,,,,,
52.59,48.29,18.05,,,,,,,,,,
58.12,48.29,19.38,,,,,,,,,,
63.8,48.29,19.38,,,,,,,,,,
61.07,48.43,20.69,,,,,,,,,,
70.2,48.43,20.69,,,,,,,,,,
74.36,48.43,21.95,,,,,,,,,,
71.1,48.43,21.95,,,,,,,,,,
56.74,48.17,23.21,,,,,,,,,,
58.15,48.17,23.21,,,,,,,,,,
54.21,48.17,24.15,,,,,,,,,,
48.53,48.17,24.15,,,,,,,,,,
36.01,47.45,25.07,,,,,,,,,,
32.7,47.45,25.07,,,,,,,,,,
28.74,47.45,25.76,,,,,,,,,,
25.99,47.45,25.76,,,,,,,,,,
28.94,46.69,26.45,,,,,,,,,,
28.87,46.69,26.45,,,,,,,,,,
27.72,46.69,26.92,,,,,,,,,,
26.55,46.69,26.92,,,,,,,,,,
24.45,46.14,27.41,,,,,,,,,,
25.76,46.14,27.41,,,,,,,,,,
24.5,46.14,27.65,,,,,,,,,,
22.17,46.14,27.65,,,,,,,,,,
18.77,44.61,27.85,,,,,,,,,,
18.17,44.61,27.85,,,,,,,,,,
17.67,44.61,27.8,,,,,,,,,,
15.85,44.61,27.8,,,,,,,,,,
15.76,42.03,27.72,,,,,,,,,,
16.33,42.03,27.72,,,,,,,,,,
15.86,42.03,27.26,,,,,,,,,,
15.09,42.03,27.26,,,,,,,,,,
14.67,39.23,26.83,,,,,,,,,,
14.5,39.23,26.83,,,,,,,,,,
14.46,39.23,25.63,,,,,,,,,,
12.73,39.23,25.63,,,,,,,,,,
13.33,36.93,24.43,,,,,,,,,,
13.71,36.93,24.43,,,,,,,,,,
12.6,36.93,24.43,,,,,,,,,,
20.51,41.08,27.12,,,,,,,,,,
20.39,39.25,25.26,,,,,,,,,,
20.77,39.25,25.26,,,,,,,,,,
20.36,39.25,24.64,,,,,,,,,,
19.89,39.25,24.64,,,,,,,,,,
19.12,38.07,24.02,,,,,,,,,,
19.98,38.07,24.02,,,,,,,,,,
19.52,38.07,23.69,,,,,,,,,,
19.56,38.07,23.69,,,,,,,,,,
20.19,37.46,23.36,,,,,,,,,,
19.64,37.46,23.36,,,,,,,,,,
19.47,37.46,23.11,,,,,,,,,,
19.2,37.46,23.11,,,,,,,,,,
19.51,37.66,22.86,,,,,,,,,,
19.67,37.66,22.86,,,,,,,,,,
20.24,37.66,22.66,,,,,,,,,,
21.06,37.66,22.66,,,,,,,,,,
21.96,39.22,22.47,,,,,,,,,,
21.22,39.22,22.47,,,,,,,,,,
22.25,39.22,22.31,,,,,,,,,,
22.08,39.22,22.31,,,,,,,,,,
28.24,41.89,22.13,,,,,,,,,,
26.6,41.89,22.13,,,,,,,,,,
32.37,41.89,21.99,,,,,,,,,,
32.8,41.89,21.99,,,,,,,,,,
35.56,43.19,21.87,,,,,,,,,,
31.7,43.19,21.87,,,,,,,,,,
30.76,43.19,21.73,,,,,,,,,,
29.45,43.19,21.73,,,,,,,,,,
29.72,44.24,21.59,,,,,,,,,,
26.67,44.24,21.59,,,,,,,,,,
25.96,44.24,21.46,,,,,,,,,,
25.71,44.24,21.46,,,,,,,,,,
27.77,45.93,21.32,,,,,,,,,,
27.18,45.93,21.32,,,,,,,,,,
27.22,45.93,21.17,,,,,,,,,,
31.69,45.93,21.17,,,,,,,,,,
33.24,47.92,21.01,,,,,,,,,,
31.63,47.92,21.01,,,,,,,,,,
31.57,47.92,20.86,,,,,,,,,,
31.15,47.92,20.86,,,,,,,,,,
32.4,49.78,20.71,,,,,,,,,,
33.37,49.78,20.71,,,,,,,,,,
35.43,49.78,20.59,,,,,,,,,,
38.8,49.78,20.59,,,,,,,,,,
35.14,51.38,20.45,,,,,,,,,,
37.48,51.38,20.45,,,,,,,,,,
44.83,51.38,20.65,,,,,,,,,,
48.27,51.38,20.65,,,,,,,,,,
55.01,52.87,20.84,,,,,,,,,,
69.15,52.87,20.84,,,,,,,,,,
88.07,52.87,21.55,,,,,,,,,,
98.04,52.87,21.55,,,,,,,,,,
91.38,53.85,22.25,,,,,,,,,,
116.27,53.85,22.25,,,,,,,,,,
137.74,53.85,23.05,,,,,,,,,,
166.46,53.85,23.05,,,,,,,,,,
165.41,54.31,23.85,,,,,,,,,,
184.16,54.31,23.85,,,,,,,,,,
189.83,54.31,24.68,,,,,,,,,,
200.07,54.31,24.68,,,,,,,,,,
163.57,54.45,25.5,,,,,,,,,,
188.09,54.45,25.5,,,,,,,,,,
166.41,54.45,26.16,,,,,,,,,,
142.58,54.45,26.16,,,,,,,,,,
98.88,53.99,26.83,,,,,,,,,,
94.65,53.99,26.83,,,,,,,,,,
76.29,53.99,27.36,,,,,,,,,,
60.67,53.99,27.36,,,,,,,,,,
42.13,52.67,27.88,,,,,,,,,,
38.02,52.67,27.88,,,,,,,,,,
36.72,52.67,28.26,,,,,,,,,,
34.93,52.67,28.26,,,,,,,,,,
32.74,51.27,28.63,,,,,,,,,,
33.8,51.27,28.63,,,,,,,,,,
34.41,51.27,28.81,,,,,,,,,,
33.45,51.27,28.81,,,,,,,,,,
34.19,50.32,29.01,,,,,,,,,,
32.67,50.32,29.01,,,,,,,,,,
29.28,50.32,29.03,,,,,,,,,,
26.22,50.32,29.03,,,,,,,,,,
26.32,48.25,29.03,,,,,,,,,,
25.03,48.25,29.03,,,,,,,,,,
23.84,48.25,28.87,,,,,,,,,,
21.5,48.25,28.87,,,,,,,,,,
21.85,45.06,28.69,,,,,,,,,,
22.87,45.06,28.69,,,,,,,,,,
21.42,45.06,28.36,,,,,,,,,,
20.37,45.06,28.36,,,,,,,,,,
19.84,41.76,28.03,,,,,,,,,,
19.91,41.76,28.03,,,,,,,,,,
19.26,41.76,27.42,,,,,,,,,,
17.9,41.76,27.42,,,,,,,,,,
18.02,39.09,26.8,,,,,,,,,,
18.14,39.09,26.8,,,,,,,,,,
17.83,39.09,26.8,,,,,,,,,,
18.29,40.86,26.12,,,,,,,,,,
18.16,39.03,24.4,,,,,,,,,,
18.26,39.03,24.4,,,,,,,,,,
17.75,39.03,23.84,,,,,,,,,,
17.24,39.03,23.84,,,,,,,,,,
16.73,37.84,23.29,,,,,,,,,,
17.18,37.84,23.29,,,,,,,,,,
16.68,37.84,22.99,,,,,,,,,,
16.68,37.84,22.99,,,,,,,,,,
17.05,37.21,22.68,,,,,,,,,,
16.9,37.21,22.68,,,,,,,,,,
16.81,37.21,22.46,,,,,,,,,,
16.73,37.21,22.46,,,,,,,,,,
17.12,37.32,22.24,,,,,,,,,,
17.42,37.32,22.24,,,,,,,,,,
18,37.32,22.07,,,,,,,,,,
18.47,37.32,22.07,,,,,,,,,,
19.53,38.61,21.91,,,,,,,,,,
19.09,38.61,21.91,,,,,,,,,,
19.8,38.61,21.79,,,,,,,,,,
19.78,38.61,21.79,,,,,,,,,,
23.88,40.98,21.65,,,,,,,,,,
23.45,40.98,21.65,,,,,,,,,,
27.06,40.98,21.53,,,,,,,,,,
26.9,40.98,21.53,,,,,,,,,,
29.09,42.39,21.43,,,,,,,,,,
27.07,42.39,21.43,,,,,,,,,,
26.94,42.39,21.32,,,,,,,,,,
26.19,42.39,21.32,,,,,,,,,,
26.69,43.59,21.2,,,,,,,,,,
24.78,43.59,21.2,,,,,,,,,,
24.26,43.59,21.1,,,,,,,,,,
24.13,43.59,21.1,,,,,,,,,,
26.17,45.25,20.98,,,,,,,,,,
25.75,45.25,20.98,,,,,,,,,,
26.37,45.25,20.86,,,,,,,,,,
30.19,45.25,20.86,,,,,,,,,,
30.26,47.11,20.72,,,,,,,,,,
30.33,47.11,20.72,,,,,,,,,,
30.4,47.11,20.59,,,,,,,,,,
29.94,47.11,20.59,,,,,,,,,,
30.84,48.81,20.46,,,,,,,,,,
31.93,48.81,20.46,,,,,,,,,,
34.24,48.81,20.34,,,,,,,,,,
38.71,48.81,20.34,,,,,,,,,,
35.15,50.24,20.22,,,,,,,,,,
37.99,50.24,20.22,,,,,,,,,,
45.47,50.24,20.34,,,,,,,,,,
51.34,50.24,20.34,,,,,,,,,,
65.19,51.48,20.46,,,,,,,,,,
88.59,51.48,20.46,,,,,,,,,,
114.77,51.48,21.07,,,,,,,,,,
140.99,51.48,21.07,,,,,,,,,,
137.05,52.32,21.67,,,,,,,,,,
186.66,52.32,21.67,,,,,,,,,,
234.4,52.32,22.41,,,,,,,,,,
297.91,52.32,22.41,,,,,,,,,,
290.58,52.65,23.17,,,,,,,,,,
336,52.65,23.17,,,,,,,,,,
352.38,52.65,23.96,,,,,,,,,,
377.92,52.65,23.96,,,,,,,,,,
298.89,52.73,24.75,,,,,,,,,,
363.74,52.73,24.75,,,,,,,,,,
313.86,52.73,25.41,,,,,,,,,,
260.08,52.73,25.41,,,,,,,,,,
162.92,52.49,26.08,,,,,,,,,,
148.4,52.49,26.08,,,,,,,,,,
111.88,52.49,26.59,,,,,,,,,,
83.13,52.49,26.59,,,,,,,,,,
51.89,51.73,27.1,,,,,,,,,,
44.24,51.73,27.1,,,,,,,,,,
42.85,51.73,27.44,,,,,,,,,,
38.86,51.73,27.44,,,,,,,,,,
34.57,50.89,27.78,,,,,,,,,,
34.63,50.89,27.78,,,,,,,,,,
35.92,50.89,27.92,,,,,,,,,,
34.57,50.89,27.92,,,,,,,,,,
34.49,50.15,28.08,,,,,,,,,,
32.8,50.15,28.08,,,,,,,,,,
29.41,50.15,28.05,,,,,,,,,,
26.52,50.15,28.05,,,,,,,,,,
26.98,48.3,28.01,,,,,,,,,,
25.64,48.3,28.01,,,,,,,,,,
24.39,48.3,27.8,,,,,,,,,,
22.05,48.3,27.8,,,,,,,,,,
22.68,45.44,27.59,,,,,,,,,,
23.41,45.44,27.59,,,,,,,,,,
22.17,45.44,27.19,,,,,,,,,,
20.97,45.44,27.19,,,,,,,,,,
20.53,42.38,26.79,,,,,,,,,,
21.1,42.38,26.79,,,,,,,,,,
20.26,42.38,26.09,,,,,,,,,,
18.63,42.38,26.09,,,,,,,,,,
18.53,39.82,25.37,,,,,,,,,,
18.51,39.82,25.37,,,,,,,,,,
18.1,39.82,25.37,,,,,,,,,,
33.63,39.35,23.88,,,,,,,,,,
34.14,37.65,22.68,,,,,,,,,,
39.46,37.65,22.68,,,,,,,,,,
38.2,37.65,22.03,,,,,,,,,,
37.11,37.65,22.03,,,,,,,,,,
35.3,36.6,21.38,,,,,,,,,,
42.23,36.6,21.38,,,,,,,,,,
37.53,36.6,20.95,,,,,,,,,,
39.59,36.6,20.95,,,,,,,,,,
44.19,36.01,20.57,,,,,,,,,,
39.1,36.01,20.57,,,,,,,,,,
38,36.01,20.26,,,,,,,,,,
37.41,36.01,20.26,,,,,,,,,,
35.26,35.82,19.97,,,,,,,,,,
35.46,35.82,19.97,,,,,,,,,,
36.79,35.82,19.73,,,,,,,,,,
41.78,35.82,19.73,,,,,,,,,,
34.81,36.13,19.49,,,,,,,,,,
33.26,36.13,19.49,,,,,,,,,,
34.69,36.13,19.29,,,,,,,,,,
34.12,36.13,19.29,,,,,,,,,,
50.96,37.15,19.11,,,,,,,,,,
41.54,37.15,19.11,,,,,,,,,,
55.64,37.15,18.93,,,,,,,,,,
58.6,37.15,18.93,,,,,,,,,,
80.8,39.64,18.76,,,,,,,,,,
70.42,39.64,18.76,,,,,,,,,,
76.01,39.64,18.56,,,,,,,,,,
72.39,39.64,18.56,,,,,,,,,,
60.75,42,18.37,,,,,,,,,,
47.04,42,18.37,,,,,,,,,,
40.6,42,18.16,,,,,,,,,,
40.69,42,18.16,,,,,,,,,,
51.14,43.75,17.97,,,,,,,,,,
44.13,43.75,17.97,,,,,,,,,,
43.45,43.75,17.75,,,,,,,,,,
60,43.75,17.75,,,,,,,,,,
75.09,45.4,17.54,,,,,,,,,,
58.48,45.4,17.54,,,,,,,,,,
53.36,45.4,17.36,,,,,,,,,,
53.85,45.4,17.36,,,,,,,,,,
55.35,46.64,17.15,,,,,,,,,,
52.53,46.64,17.15,,,,,,,,,,
50.5,46.64,16.98,,,,,,,,,,
47.5,46.64,16.98,,,,,,,,,,
42.83,47.31,16.77,,,,,,,,,,
41.28,47.31,16.77,,,,,,,,,,
39.87,47.31,16.89,,,,,,,,,,
40.8,47.31,16.89,,,,,,,,,,
37.55,47.46,16.98,,,,,,,,,,
37.26,47.46,16.98,,,,,,,,,,
33.89,47.46,17.49,,,,,,,,,,
29.49,47.46,17.49,,,,,,,,,,
26.07,47.47,17.98,,,,,,,,,,
24.8,47.47,17.98,,,,,,,,,,
26.02,47.47,18.99,,,,,,,,,,
27.28,47.47,18.99,,,,,,,,,,
24.76,47.42,20.02,,,,,,,,,,
22.78,47.42,20.02,,,,,,,,,,
20.14,47.42,21.12,,,,,,,,,,
21.37,47.42,21.12,,,,,,,,,,
23.31,47.49,22.16,,,,,,,,,,
21.91,47.49,22.16,,,,,,,,,,
26.92,47.49,23.17,,,,,,,,,,
31.47,47.49,23.17,,,,,,,,,,
35.23,47.94,24.2,,,,,,,,,,
41.51,47.94,24.2,,,,,,,,,,
46.35,47.94,24.88,,,,,,,,,,
45.4,47.94,24.88,,,,,,,,,,
40.41,48.82,25.57,,,,,,,,,,
45.06,48.82,25.57,,,,,,,,,,
60.46,48.82,25.97,,,,,,,,,,
63.48,48.82,25.97,,,,,,,,,,
44.05,49.41,26.38,,,,,,,,,,
50.48,49.41,26.38,,,,,,,,,,
49.38,49.41,26.55,,,,,,,,,,
46.12,49.41,26.55,,,,,,,,,,
42.25,49.4,26.72,,,,,,,,,,
46.56,49.4,26.72,,,,,,,,,,
42.54,49.4,26.64,,,,,,,,,,
39.71,49.4,26.64,,,,,,,,,,
39.46,48.83,26.6,,,,,,,,,,
37.7,48.83,26.6,,,,,,,,,,
36.78,48.83,26.31,,,,,,,,,,
32.44,48.83,26.31,,,,,,,,,,
36.09,47.17,26.03,,,,,,,,,,
38.64,47.17,26.03,,,,,,,,,,
36.01,47.17,25.49,,,,,,,,,,
32.05,47.17,25.49,,,,,,,,,,
30.33,44.75,24.95,,,,,,,,,,
34.76,44.75,24.95,,,,,,,,,,
32.63,44.75,24.1,,,,,,,,,,
27.48,44.75,24.1,,,,,,,,,,
27.69,42.44,23.26,,,,,,,,,,
27.71,42.44,23.26,,,,,,,,,,
28.22,42.44,23.26,,,,,,,,,,
18.15,41.16,26.53,,,,,,,,,,
18.03,39.29,24.79,,,,,,,,,,
18.09,39.29,24.79,,,,,,,,,,
17.57,39.29,24.22,,,,,,,,,,
17.1,39.29,24.22,,,,,,,,,,
16.61,38.07,23.64,,,,,,,,,,
17.01,38.07,23.64,,,,,,,,,,
16.53,38.07,23.33,,,,,,,,,,
16.51,38.07,23.33,,,,,,,,,,
16.85,37.41,23.02,,,,,,,,,,
16.7,37.41,23.02,,,,,,,,,,
16.62,37.41,22.8,,,,,,,,,,
16.52,37.41,22.8,,,,,,,,,,
16.91,37.49,22.58,,,,,,,,,,
17.19,37.49,22.58,,,,,,,,,,
17.74,37.49,22.41,,,,,,,,,,
18.2,37.49,22.41,,,,,,,,,,
19.22,38.76,22.24,,,,,,,,,,
18.83,38.76,22.24,,,,,,,,,,
19.53,38.76,22.12,,,,,,,,,,
19.5,38.76,22.12,,,,,,,,,,
23.44,41.08,21.99,,,,,,,,,,
23,41.08,21.99,,,,,,,,,,
26.43,41.08,21.86,,,,,,,,,,
26.28,41.08,21.86,,,,,,,,,,
28.29,42.44,21.76,,,,,,,,,,
26.34,42.44,21.76,,,,,,,,,,
26.12,42.44,21.65,,,,,,,,,,
25.51,42.44,21.65,,,,,,,,,,
26.06,43.69,21.54,,,,,,,,,,
24.27,43.69,21.54,,,,,,,,,,
23.82,43.69,21.44,,,,,,,,,,
23.68,43.69,21.44,,,,,,,,,,
25.51,45.45,21.33,,,,,,,,,,
25.18,45.45,21.33,,,,,,,,,,
25.75,45.45,21.22,,,,,,,,,,
29.28,45.45,21.22,,,,,,,,,,
29.44,47.43,21.08,,,,,,,,,,
29.49,47.43,21.08,,,,,,,,,,
29.69,47.43,20.96,,,,,,,,,,
29.33,47.43,20.96,,,,,,,,,,
30.15,49.26,20.83,,,,,,,,,,
31.28,49.26,20.83,,,,,,,,,,
33.59,49.26,20.71,,,,,,,,,,
37.72,49.26,20.71,,,,,,,,,,
34.32,50.81,20.6,,,,,,,,,,
37.02,50.81,20.6,,,,,,,,,,
44.18,50.81,20.76,,,,,,,,,,
49.5,50.81,20.76,,,,,,,,,,
60.97,52.16,20.91,,,,,,,,,,
81.33,52.16,20.91,,,,,,,,,,
104.22,52.16,21.55,,,,,,,,,,
125.9,52.16,21.55,,,,,,,,,,
121.57,53.08,22.17,,,,,,,,,,
162.22,53.08,22.17,,,,,,,,,,
