LMP,Load,Temp,,,,LMP(S),Load(S),LMP(S),,LMP(O),Load(O),Temp(O)
27.13,49.26,20.45,,,,,,,,,,
28.99,49.26,20.36,,,,,,,,,,
30.47,49.26,20.36,,,,,,,,,,
28.49,51.23,20.27,,,,,,,,,,
30.12,51.23,20.27,,,,,,,,,,
34.97,51.23,20.55,,,,,,,,,,
37.29,51.23,20.55,,,,,,,,,,
38.78,52.94,20.84,,,,,,,,,,
45.2,52.94,20.84,,,,,,,,,,
53.86,52.94,21.55,,,,,,,,,,
60.26,52.94,21.55,,,,,,,,,,
56.27,54.21,22.26,,,,,,,,,,
67.31,54.21,22.26,,,,,,,,,,
77.67,54.21,23.12,,,,,,,,,,
90.76,54.21,23.12,,,,,,,,,,
88.83,54.97,23.99,,,,,,,,,,
97.7,54.97,23.99,,,,,,,,,,
102.87,54.97,24.79,,,,,,,,,,
108.88,54.97,24.79,,,,,,,,,,
92.94,55.37,25.59,,,,,,,,,,
106.14,55.37,25.59,,,,,,,,,,
96.96,55.37,26.25,,,,,,,,,,
87.71,55.37,26.25,,,,,,,,,,
65.4,55.24,26.9,,,,,,,,,,
63.01,55.24,26.9,,,,,,,,,,
53.52,55.24,27.4,,,,,,,,,,
44.85,55.24,27.4,,,,,,,,,,
35.04,54.48,27.9,,,,,,,,,,
33.02,54.48,27.9,,,,,,,,,,
33.19,54.48,28.23,,,,,,,,,,
32.38,54.48,28.23,,,,,,,,,,
30.42,53.38,28.56,,,,,,,,,,
30.67,53.38,28.56,,,,,,,,,,
30.99,53.38,28.7,,,,,,,,,,
29.69,53.38,28.7,,,,,,,,,,
29.06,52.25,28.84,,,,,,,,,,
28.45,52.25,28.84,,,,,,,,,,
26.61,52.25,28.79,,,,,,,,,,
25.18,52.25,28.79,,,,,,,,,,
25.75,50.44,28.74,,,,,,,,,,
24.78,50.44,28.74,,,,,,,,,,
22.98,50.44,28.5,,,,,,,,,,
21.78,50.44,28.5,,,,,,,,,,
22.22,47.51,28.26,,,,,,,,,,
22.22,47.51,28.26,,,,,,,,,,
21.02,47.51,27.84,,,,,,,,,,
20.01,47.51,27.84,,,,,,,,,,
19.99,44.27,27.41,,,,,,,,,,
20.11,44.27,27.41,,,,,,,,,,
19.14,44.27,26.72,,,,,,,,,,
17.94,44.27,26.72,,,,,,,,,,
18.16,41.5,26.02,,,,,,,,,,
18.17,41.5,26.02,,,,,,,,,,
17.62,41.5,26.02,,,,,,,,,,
17.41,39.77,24.7,,,,,,,,,,
17.1,38.02,23.27,,,,,,,,,,
16.95,38.02,23.27,,,,,,,,,,
16.82,38.02,22.75,,,,,,,,,,
15.97,38.02,22.75,,,,,,,,,,
15.66,36.92,22.24,,,,,,,,,,
15.52,36.92,22.24,,,,,,,,,,
15.22,36.92,21.93,,,,,,,,,,
14.96,36.92,21.93,,,,,,,,,,
15.11,36.34,21.63,,,,,,,,,,
14.98,36.34,21.63,,,,,,,,,,
14.89,36.34,21.39,,,,,,,,,,
14.81,36.34,21.39,,,,,,,,,,
15.22,36.39,21.15,,,,,,,,,,
15.47,36.39,21.15,,,,,,,,,,
15.8,36.39,20.93,,,,,,,,,,
15.73,36.39,20.93,,,,,,,,,,
16.7,37.43,20.72,,,,,,,,,,
16.68,37.43,20.72,,,,,,,,,,
16.91,37.43,20.53,,,,,,,,,,
17.04,37.43,20.53,,,,,,,,,,
19.62,39.43,20.33,,,,,,,,,,
19.23,39.43,20.33,,,,,,,,,,
21.45,39.43,20.14,,,,,,,,,,
21.45,39.43,20.14,,,,,,,,,,
23.23,41.18,19.95,,,,,,,,,,
23.24,41.18,19.95,,,,,,,,,,
24.7,41.18,19.76,,,,,,,,,,
23.9,41.18,19.76,,,,,,,,,,
23.22,42.64,19.56,,,,,,,,,,
22.68,42.64,19.56,,,,,,,,,,
22.12,42.64,19.37,,,,,,,,,,
22.37,42.64,19.37,,,,,,,,,,
24.01,44.07,19.18,,,,,,,,,,
23.45,44.07,19.18,,,,,,,,,,
23.67,44.07,18.97,,,,,,,,,,
23.7,44.07,18.97,,,,,,,,,,
25.33,45.48,18.77,,,,,,,,,,
23.9,45.48,18.77,,,,,,,,,,
23.95,45.48,18.56,,,,,,,,,,
23.63,45.48,18.56,,,,,,,,,,
23.99,46.65,18.35,,,,,,,,,,
24.27,46.65,18.35,,,,,,,,,,
24.41,46.65,18.16,,,,,,,,,,
25.23,46.65,18.16,,,,,,,,,,
24.3,47.53,17.96,,,,,,,,,,
24.35,47.53,17.96,,,,,,,,,,
26.18,47.53,18,,,,,,,,,,
26.03,47.53,18,,,,,,,,,,
24.66,48.26,18.04,,,,,,,,,,
26.1,48.26,18.04,,,,,,,,,,
28.22,48.26,18.4,,,,,,,,,,
28.3,48.26,18.4,,,,,,,,,,
25.63,48.72,18.77,,,,,,,,,,
27.11,48.72,18.77,,,,,,,,,,
28.82,48.72,19.39,,,,,,,,,,
30.46,48.72,19.39,,,,,,,,,,
30.64,48.94,20.02,,,,,,,,,,
32.44,48.94,20.02,,,,,,,,,,
33.38,48.94,20.66,,,,,,,,,,
33.31,48.94,20.66,,,,,,,,,,
31.61,49.05,21.29,,,,,,,,,,
33.08,49.05,21.29,,,,,,,,,,
32.42,49.05,21.9,,,,,,,,,,
31.86,49.05,21.9,,,,,,,,,,
28.61,48.94,22.5,,,,,,,,,,
28.53,48.94,22.5,,,,,,,,,,
27.48,48.94,22.99,,,,,,,,,,
25.82,48.94,22.99,,,,,,,,,,
23.92,48.69,23.48,,,,,,,,,,
25.07,48.69,23.48,,,,,,,,,,
27.06,48.69,23.81,,,,,,,,,,
27.02,48.69,23.81,,,,,,,,,,
26.22,48.48,24.14,,,,,,,,,,
27.06,48.48,24.14,,,,,,,,,,
27.06,48.48,24.31,,,,,,,,,,
25.6,48.48,24.31,,,,,,,,,,
24.9,47.93,24.47,,,,,,,,,,
25.65,47.93,24.47,,,,,,,,,,
24.61,47.93,24.46,,,,,,,,,,
23.6,47.93,24.46,,,,,,,,,,
23.01,46.72,24.43,,,,,,,,,,
22.8,46.72,24.43,,,,,,,,,,
21.62,46.72,24.23,,,,,,,,,,
20.6,46.72,24.23,,,,,,,,,,
20.43,44.49,24.03,,,,,,,,,,
20.72,44.49,24.03,,,,,,,,,,
19.94,44.49,23.6,,,,,,,,,,
19.18,44.49,23.6,,,,,,,,,,
19.25,41.84,23.17,,,,,,,,,,
19.34,41.84,23.17,,,,,,,,,,
18.62,41.84,22.38,,,,,,,,,,
17.41,41.84,22.38,,,,,,,,,,
17.77,39.53,21.58,,,,,,,,,,
18.02,39.53,21.58,,,,,,,,,,
17.36,39.53,21.58,,,,,,,,,,
16.52,40.98,26.6,,,,,,,,,,
16.34,39.03,24.83,,,,,,,,,,
16.15,39.03,24.83,,,,,,,,,,
15.7,39.03,24.19,,,,,,,,,,
15.26,39.03,24.19,,,,,,,,,,
14.98,37.73,23.54,,,,,,,,,,
14.91,37.73,23.54,,,,,,,,,,
14.48,37.73,23.21,,,,,,,,,,
14.41,37.73,23.21,,,,,,,,,,
14.33,36.98,22.88,,,,,,,,,,
14.37,36.98,22.88,,,,,,,,,,
14.31,36.98,22.63,,,,,,,,,,
14.23,36.98,22.63,,,,,,,,,,
14.57,36.93,22.38,,,,,,,,,,
14.91,36.93,22.38,,,,,,,,,,
15.27,36.93,22.19,,,,,,,,,,
15.47,36.93,22.19,,,,,,,,,,
16.25,37.93,22,,,,,,,,,,
16.43,37.93,22,,,,,,,,,,
16.96,37.93,21.86,,,,,,,,,,
16.9,37.93,21.86,,,,,,,,,,
19.03,39.81,21.7,,,,,,,,,,
19.02,39.81,21.7,,,,,,,,,,
20.63,39.81,21.57,,,,,,,,,,
20.48,39.81,21.57,,,,,,,,,,
21.52,41.17,21.46,,,,,,,,,,
20.98,41.17,21.46,,,,,,,,,,
21.28,41.17,21.34,,,,,,,,,,
21.08,41.17,21.34,,,,,,,,,,
21.57,42.75,21.23,,,,,,,,,,
21.09,42.75,21.23,,,,,,,,,,
21.04,42.75,21.13,,,,,,,,,,
21.08,42.75,21.13,,,,,,,,,,
22.27,44.87,21.02,,,,,,,,,,
22.33,44.87,21.02,,,,,,,,,,
22.81,44.87,20.92,,,,,,,,,,
24.23,44.87,20.92,,,,,,,,,,
24.91,47.19,20.8,,,,,,,,,,
24.97,47.19,20.8,,,,,,,,,,
25.41,47.19,20.69,,,,,,,,,,
25.5,47.19,20.69,,,,,,,,,,
26,49.35,20.58,,,,,,,,,,
27.15,49.35,20.58,,,,,,,,,,
28.99,49.35,20.49,,,,,,,,,,
30.84,49.35,20.49,,,,,,,,,,
28.76,51.19,20.4,,,,,,,,,,
30.42,51.19,20.4,,,,,,,,,,
35.15,51.19,20.67,,,,,,,,,,
37.66,51.19,20.67,,,,,,,,,,
39.73,52.79,20.94,,,,,,,,,,
47.06,52.79,20.94,,,,,,,,,,
56.09,52.79,21.64,,,,,,,,,,
62.81,52.79,21.64,,,,,,,,,,
59.1,53.95,22.33,,,,,,,,,,
70.71,53.95,22.33,,,,,,,,,,
81.66,53.95,23.2,,,,,,,,,,
95.08,53.95,23.2,,,,,,,,,,
93.38,54.62,24.06,,,,,,,,,,
103.24,54.62,24.06,,,,,,,,,,
108.01,54.62,24.88,,,,,,,,,,
113.97,54.62,24.88,,,,,,,,,,
97.37,54.95,25.69,,,,,,,,,,
110.58,54.95,25.69,,,,,,,,,,
100.93,54.95,26.37,,,,,,,,,,
90.74,54.95,26.37,,,,,,,,,,
67.28,54.76,27.05,,,,,,,,,,
64.53,54.76,27.05,,,,,,,,,,
54.56,54.76,27.56,,,,,,,,,,
45.59,54.76,27.56,,,,,,,,,,
35.31,53.96,28.07,,,,,,,,,,
32.98,53.96,28.07,,,,,,,,,,
32.71,53.96,28.41,,,,,,,,,,
31.57,53.96,28.41,,,,,,,,,,
29.79,52.88,28.74,,,,,,,,,,
29.91,52.88,28.74,,,,,,,,,,
30.16,52.88,28.88,,,,,,,,,,
29.02,52.88,28.88,,,,,,,,,,
28.82,51.8,29.03,,,,,,,,,,
28.18,51.8,29.03,,,,,,,,,,
26.3,51.8,28.98,,,,,,,,,,
24.68,51.8,28.98,,,,,,,,,,
25.08,50,28.93,,,,,,,,,,
24.04,50,28.93,,,,,,,,,,
22.63,50,28.7,,,,,,,,,,
21.31,50,28.7,,,,,,,,,,
21.69,47.11,28.46,,,,,,,,,,
21.88,47.11,28.46,,,,,,,,,,
20.77,47.11,28.03,,,,,,,,,,
19.81,47.11,28.03,,,,,,,,,,
19.69,43.92,27.6,,,,,,,,,,
19.84,43.92,27.6,,,,,,,,,,
18.96,43.92,26.89,,,,,,,,,,
17.79,43.92,26.89,,,,,,,,,,
17.98,41.19,26.19,,,,,,,,,,
17.95,41.19,26.19,,,,,,,,,,
17.46,41.19,26.19,,,,,,,,,,
17.71,42.4,22.54,,,,,,,,,,
17.72,40.67,20.87,,,,,,,,,,
17.47,40.67,20.87,,,,,,,,,,
17.42,40.67,20.28,,,,,,,,,,
16.76,40.67,20.28,,,,,,,,,,
16.5,39.6,19.68,,,,,,,,,,
16.42,39.6,19.68,,,,,,,,,,
16.17,39.6,19.32,,,,,,,,,,
16.02,39.6,19.32,,,,,,,,,,
16.01,39.05,18.97,,,,,,,,,,
15.92,39.05,18.97,,,,,,,,,,
15.86,39.05,18.68,,,,,,,,,,
15.82,39.05,18.68,,,,,,,,,,
16.09,39.15,18.4,,,,,,,,,,
16.23,39.15,18.4,,,,,,,,,,
16.4,39.15,18.16,,,,,,,,,,
16.46,39.15,18.16,,,,,,,,,,
17.17,40.24,17.92,,,,,,,,,,
17.36,40.24,17.92,,,,,,,,,,
17.76,40.24,17.72,,,,,,,,,,
17.81,40.24,17.72,,,,,,,,,,
19.25,42.33,17.52,,,,,,,,,,
19.54,42.33,17.52,,,,,,,,,,
21.1,42.33,17.32,,,,,,,,,,
21.53,42.33,17.32,,,,,,,,,,
23.65,44.23,17.15,,,,,,,,,,
24.2,44.23,17.15,,,,,,,,,,
27.26,44.23,16.98,,,,,,,,,,
26.14,44.23,16.98,,,,,,,,,,
24.75,45.73,16.81,,,,,,,,,,
23.47,45.73,16.81,,,,,,,,,,
22.64,45.73,16.66,,,,,,,,,,
22.39,45.73,16.66,,,,,,,,,,
23.68,47.04,16.5,,,,,,,,,,
23.1,47.04,16.5,,,,,,,,,,
23.05,47.04,16.35,,,,,,,,,,
23.69,47.04,16.35,,,,,,,,,,
25.33,48.36,16.2,,,,,,,,,,
25,48.36,16.2,,,,,,,,,,
24.42,48.36,16.06,,,,,,,,,,
24.26,48.36,16.06,,,,,,,,,,
24.79,49.5,15.92,,,,,,,,,,
25.28,49.5,15.92,,,,,,,,,,
26.35,49.5,15.8,,,,,,,,,,
27.04,49.5,15.8,,,,,,,,,,
25.75,50.4,15.69,,,,,,,,,,
26.39,50.4,15.69,,,,,,,,,,
28.81,50.4,15.85,,,,,,,,,,
29.61,50.4,15.85,,,,,,,,,,
29.34,51.15,16,,,,,,,,,,
32.97,51.15,16,,,,,,,,,,
36.34,51.15,16.57,,,,,,,,,,
38.59,51.15,16.57,,,,,,,,,,
36.83,51.66,17.13,,,,,,,,,,
40.8,51.66,17.13,,,,,,,,,,
44.45,51.66,18.09,,,,,,,,,,
48.04,51.66,18.09,,,,,,,,,,
47.91,51.86,19.05,,,,,,,,,,
51.82,51.86,19.05,,,,,,,,,,
53.14,51.86,19.98,,,,,,,,,,
54.59,51.86,19.98,,,,,,,,,,
49.61,51.93,20.9,,,,,,,,,,
52.9,51.93,20.9,,,,,,,,,,
50.2,51.93,21.76,,,,,,,,,,
46.75,51.93,21.76,,,,,,,,,,
38.46,51.82,22.62,,,,,,,,,,
37.78,51.82,22.62,,,,,,,,,,
34.73,51.82,23.26,,,,,,,,,,
31.53,51.82,23.26,,,,,,,,,,
27.72,51.58,23.9,,,,,,,,,,
27.3,51.58,23.9,,,,,,,,,,
27.74,51.58,24.34,,,,,,,,,,
28.64,51.58,24.34,,,,,,,,,,
26.86,51.29,24.77,,,,,,,,,,
27.04,51.29,24.77,,,,,,,,,,
27.07,51.29,25,,,,,,,,,,
25.75,51.29,25,,,,,,,,,,
25.41,50.54,25.23,,,,,,,,,,
25.03,50.54,25.23,,,,,,,,,,
24.41,50.54,25.25,,,,,,,,,,
23.34,50.54,25.25,,,,,,,,,,
23.41,49.18,25.27,,,,,,,,,,
23.17,49.18,25.27,,,,,,,,,,
21.58,49.18,25.08,,,,,,,,,,
20.94,49.18,25.08,,,,,,,,,,
20.97,46.81,24.88,,,,,,,,,,
20.68,46.81,24.88,,,,,,,,,,
19.77,46.81,24.42,,,,,,,,,,
19.06,46.81,24.42,,,,,,,,,,
19.08,44,23.97,,,,,,,,,,
19.15,44,23.97,,,,,,,,,,
18.3,44,23.11,,,,,,,,,,
17.48,44,23.11,,,,,,,,,,
17.6,41.52,22.24,,,,,,,,,,
17.69,41.52,22.24,,,,,,,,,,
17.11,41.52,22.24,,,,,,,,,,
18.03,42.7,22.1,,,,,,,,,,
18.21,40.96,20.5,,,,,,,,,,
17.98,40.96,20.5,,,,,,,,,,
17.77,40.96,19.94,,,,,,,,,,
17.21,40.96,19.94,,,,,,,,,,
16.95,39.89,19.39,,,,,,,,,,
17.07,39.89,19.39,,,,,,,,,,
16.7,39.89,19.06,,,,,,,,,,
16.61,39.89,19.06,,,,,,,,,,
16.73,39.35,18.73,,,,,,,,,,
16.62,39.35,18.73,,,,,,,,,,
16.56,39.35,18.47,,,,,,,,,,
16.5,39.35,18.47,,,,,,,,,,
16.76,39.44,18.22,,,,,,,,,,
16.92,39.44,18.22,,,,,,,,,,
17.15,39.44,18.02,,,,,,,,,,
17.37,39.44,18.02,,,,,,,,,,
18.05,40.54,17.82,,,,,,,,,,
18.05,40.54,17.82,,,,,,,,,,
18.48,40.54,17.66,,,,,,,,,,
18.44,40.54,17.66,,,,,,,,,,
20.42,42.65,17.49,,,,,,,,,,
20.53,42.65,17.49,,,,,,,,,,
22.49,42.65,17.34,,,,,,,,,,
22.81,42.65,17.34,,,,,,,,,,
25.39,44.55,17.21,,,,,,,,,,
25.27,44.55,17.21,,,,,,,,,,
28,44.55,17.08,,,,,,,,,,
26.93,44.55,17.08,,,,,,,,,,
25.79,45.97,16.95,,,,,,,,,,
23.98,45.97,16.95,,,,,,,,,,
23.1,45.97,16.83,,,,,,,,,,
22.68,45.97,16.83,,,,,,,,,,
23.93,47.18,16.72,,,,,,,,,,
23.33,47.18,16.72,,,,,,,,,,
23.3,47.18,16.6,,,,,,,,,,
24.53,47.18,16.6,,,,,,,,,,
26.02,48.41,16.49,,,,,,,,,,
25.76,48.41,16.49,,,,,,,,,,
25.13,48.41,16.38,,,,,,,,,,
25.08,48.41,16.38,,,,,,,,,,
25.56,49.47,16.27,,,,,,,,,,
25.98,49.47,16.27,,,,,,,,,,
27,49.47,16.18,,,,,,,,,,
28.07,49.47,16.18,,,,,,,,,,
26.7,50.27,16.1,,,,,,,,,,
27.54,50.27,16.1,,,,,,,,,,
30.2,50.27,16.26,,,,,,,,,,
30.83,50.27,16.26,,,,,,,,,,
31.23,50.94,16.41,,,,,,,,,,
35.63,50.94,16.41,,,,,,,,,,
39.33,50.94,16.96,,,,,,,,,,
41.98,50.94,16.96,,,,,,,,,,
40.6,51.35,17.52,,,,,,,,,,
44.88,51.35,17.52,,,,,,,,,,
49.03,51.35,18.44,,,,,,,,,,
